pickup_location,drop_location,pickup_hour,weekday,is_weekend,season,trip_distance_km,traffic_level,passenger_count,surge_multiplier
Mill Basin,Sheepshead Bay,14,Monday,0,Summer,3.16,Low,1,1.0
Midtown,East Harlem,7,Tuesday,0,Summer,0.97,Medium,1,1.3
Upper West Side,Bedford-Stuyvesant,16,Sunday,1,Spring,3.65,Medium,3,1.3
"Bay Terrace, Staten Island",Midland Beach,17,Wednesday,0,Winter,12.71,High,1,1.8
South Slope,Harlem,10,Friday,0,Spring,13.83,Medium,2,1.3
West Village,Chinatown,23,Friday,0,Spring,1.22,Low,1,1.0
Prince's Bay,Great Kills,15,Thursday,0,Summer,26.01,Low,1,1.0
East Harlem,South Slope,0,Monday,0,Spring,2.13,Low,1,1.0
Midwood,"Bay Terrace, Staten Island",11,Wednesday,0,Spring,15.88,Low,2,1.0
Clinton Hill,Clinton Hill,23,Saturday,1,Winter,0.87,Low,1,1.0
Crown Heights,East Harlem,13,Monday,0,Summer,0.71,Low,3,1.0
Harlem,Kensington,19,Monday,0,Winter,2.33,High,1,1.8
Kensington,Murray Hill,14,Wednesday,0,Spring,5.98,Low,1,1.0
Fort Greene,Hell's Kitchen,23,Saturday,1,Spring,2.19,Low,1,1.0
Chelsea,South Slope,18,Friday,0,Winter,1.0,High,1,1.8
Williamsburg,Upper West Side,18,Saturday,1,Spring,2.57,High,1,1.8
Midtown,Midtown,18,Saturday,1,Spring,1.82,High,2,1.8
Clinton Hill,Williamsburg,20,Friday,0,Spring,1.42,Medium,3,1.3
South Slope,Crown Heights,0,Sunday,1,Summer,3.36,Low,2,1.0
Harlem,Harlem,0,Wednesday,0,Winter,6.78,Low,1,1.0
Midtown,Bushwick,1,Friday,0,Summer,2.97,Low,1,1.0
East Harlem,Harlem,10,Friday,0,Spring,1.56,Medium,1,1.3
Prince's Bay,Great Kills,22,Sunday,1,Spring,12.21,Low,1,1.0
Bensonhurst,Fort Hamilton,13,Thursday,0,Spring,1.09,Low,1,1.0
Upper West Side,East Harlem,18,Tuesday,0,Winter,0.74,High,1,1.8
Fort Greene,Midtown,6,Thursday,0,Summer,3.11,Low,3,1.0
Bedford-Stuyvesant,Harlem,14,Monday,0,Spring,2.9,Low,1,1.0
Sheepshead Bay,Arden Heights,5,Saturday,1,Spring,11.89,Low,1,1.0
Fort Greene,South Slope,9,Tuesday,0,Winter,0.71,High,1,1.8
Bedford-Stuyvesant,East Harlem,19,Saturday,1,Winter,2.3,High,2,1.8
Harlem,Upper West Side,14,Friday,0,Summer,0.88,Low,1,1.0
Oakwood,Eltingville,2,Thursday,0,Winter,6.27,Low,1,1.0
Park Slope,Upper West Side,15,Thursday,0,Winter,2.01,Low,1,1.0
Upper West Side,Hell's Kitchen,8,Thursday,0,Summer,0.62,High,1,1.8
Sheepshead Bay,Sheepshead Bay,10,Sunday,1,Winter,1.13,Medium,6,1.3
Upper West Side,Upper West Side,16,Thursday,0,Winter,5.9,Medium,1,1.3
Kensington,Midtown,15,Friday,0,Spring,2.56,Low,1,1.0
South Slope,East Harlem,7,Wednesday,0,Winter,3.68,Medium,1,1.3
Great Kills,Far Rockaway,15,Thursday,0,Winter,10.63,Low,1,1.0
Bedford-Stuyvesant,Kensington,10,Thursday,0,Summer,2.8,Medium,1,1.3
Bedford-Stuyvesant,East Harlem,1,Wednesday,0,Spring,4.16,Low,1,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,18,Tuesday,0,Spring,8.14,High,1,1.8
Hell's Kitchen,Inwood,19,Monday,0,Spring,3.2,High,2,1.8
Mill Basin,Bensonhurst,9,Friday,0,Winter,0.6,High,1,1.8
Harlem,Park Slope,10,Saturday,1,Winter,0.68,Medium,1,1.3
Harlem,Harlem,15,Thursday,0,Winter,3.63,Low,1,1.0
Hell's Kitchen,Chinatown,22,Monday,0,Winter,3.63,Low,1,1.0
Sheepshead Bay,Bensonhurst,21,Thursday,0,Winter,5.67,Low,2,1.0
Midwood,Arverne,6,Saturday,1,Winter,2.58,Low,1,1.0
Bedford-Stuyvesant,South Slope,13,Wednesday,0,Spring,1.27,Low,2,1.0
South Slope,Murray Hill,15,Saturday,1,Spring,6.32,Low,1,1.0
Great Kills,Bayswater,20,Wednesday,0,Summer,11.72,Medium,1,1.3
Upper West Side,Upper West Side,16,Saturday,1,Summer,6.41,Medium,1,1.3
East Harlem,East Harlem,10,Sunday,1,Winter,2.65,Medium,1,1.3
Kensington,Upper West Side,22,Saturday,1,Winter,7.36,Low,1,1.0
Tottenville,Eltingville,8,Friday,0,Spring,26.33,High,1,1.8
Inwood,East Harlem,1,Sunday,1,Winter,7.64,Low,1,1.0
Greenpoint,Upper West Side,19,Sunday,1,Winter,4.19,High,6,1.8
Bedford-Stuyvesant,Harlem,11,Tuesday,0,Summer,0.42,Low,1,1.0
Huguenot,Huguenot,23,Monday,0,Spring,0.0,Low,6,1.0
Upper West Side,Murray Hill,20,Monday,0,Spring,3.16,Medium,1,1.3
Upper West Side,Bedford-Stuyvesant,14,Friday,0,Winter,2.73,Low,1,1.0
East Harlem,Midtown,11,Tuesday,0,Spring,1.06,Low,1,1.0
Upper West Side,Midtown,20,Wednesday,0,Winter,4.38,Medium,2,1.3
Upper West Side,Clinton Hill,16,Saturday,1,Spring,2.4,Medium,1,1.3
Williamsburg,Upper West Side,20,Sunday,1,Winter,4.75,Medium,1,1.3
Upper West Side,Hell's Kitchen,18,Wednesday,0,Spring,2.59,High,1,1.8
Tottenville,Woodrow,5,Wednesday,0,Winter,10.56,Low,3,1.0
Bedford-Stuyvesant,Midtown,19,Thursday,0,Summer,5.38,High,5,1.8
Harlem,East Harlem,0,Wednesday,0,Summer,2.47,Low,1,1.0
Bensonhurst,Tompkinsville,18,Tuesday,0,Winter,1.05,High,2,1.8
Upper West Side,Bedford-Stuyvesant,12,Thursday,0,Winter,0.87,Low,2,1.0
Harlem,Harlem,16,Tuesday,0,Winter,3.86,Medium,1,1.3
East Harlem,Kensington,19,Wednesday,0,Spring,1.58,High,1,1.8
Sheepshead Bay,Huguenot,9,Thursday,0,Winter,25.63,High,1,1.8
Inwood,Murray Hill,4,Wednesday,0,Spring,7.97,Low,1,1.0
Bedford-Stuyvesant,Harlem,11,Saturday,1,Winter,0.57,Low,6,1.0
Flatlands,Dyker Heights,13,Tuesday,0,Spring,1.74,Low,1,1.0
Midwood,Concord,17,Saturday,1,Spring,8.23,High,1,1.8
Clinton Hill,East Harlem,21,Monday,0,Winter,3.79,Low,2,1.0
Flatbush,Bedford-Stuyvesant,22,Thursday,0,Winter,2.67,Low,1,1.0
South Slope,Inwood,14,Sunday,1,Winter,2.05,Low,4,1.0
Harlem,Upper West Side,21,Tuesday,0,Winter,1.61,Low,1,1.0
Bedford-Stuyvesant,Kensington,11,Thursday,0,Winter,3.42,Low,1,1.0
Williamsburg,Murray Hill,12,Saturday,1,Spring,1.18,Low,2,1.0
South Slope,Upper West Side,20,Friday,0,Spring,0.85,Medium,3,1.3
Park Slope,West Village,8,Friday,0,Spring,1.86,High,1,1.8
Fort Greene,Bedford-Stuyvesant,8,Wednesday,0,Spring,1.38,High,6,1.8
Fort Greene,Hell's Kitchen,8,Monday,0,Spring,1.65,High,3,1.8
Harlem,East Harlem,17,Wednesday,0,Winter,0.63,High,5,1.8
Harlem,South Slope,7,Sunday,1,Spring,3.88,Medium,1,1.3
Upper West Side,East Harlem,22,Friday,0,Spring,1.87,Low,1,1.0
East Harlem,Kensington,15,Friday,0,Winter,1.19,Low,5,1.0
Chinatown,Windsor Terrace,4,Wednesday,0,Summer,1.41,Low,1,1.0
Murray Hill,Hell's Kitchen,8,Wednesday,0,Spring,2.09,High,1,1.8
Bedford-Stuyvesant,Bedford-Stuyvesant,20,Wednesday,0,Spring,1.45,Medium,1,1.3
East Harlem,Harlem,9,Tuesday,0,Winter,2.27,High,1,1.8
Bedford-Stuyvesant,Hell's Kitchen,6,Thursday,0,Spring,3.68,Low,1,1.0
Harlem,Clinton Hill,7,Monday,0,Spring,2.94,Medium,1,1.3
Inwood,East Harlem,13,Saturday,1,Spring,1.67,Low,1,1.0
Harlem,East Harlem,17,Thursday,0,Spring,1.48,High,1,1.8
East Harlem,West Village,13,Sunday,1,Winter,4.69,Low,2,1.0
Upper West Side,Murray Hill,23,Wednesday,0,Winter,1.87,Low,1,1.0
Hell's Kitchen,Chinatown,20,Saturday,1,Spring,1.09,Medium,1,1.3
Hell's Kitchen,Harlem,14,Tuesday,0,Spring,0.72,Low,1,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,10,Tuesday,0,Winter,6.47,Medium,1,1.3
Inwood,Harlem,7,Thursday,0,Spring,3.59,Medium,1,1.3
East Harlem,Upper West Side,11,Sunday,1,Winter,2.14,Low,1,1.0
Upper West Side,Bedford-Stuyvesant,19,Thursday,0,Spring,1.25,High,1,1.8
Upper West Side,Park Slope,12,Tuesday,0,Summer,1.8,Low,1,1.0
Fort Greene,Hell's Kitchen,20,Monday,0,Spring,1.15,Medium,1,1.3
Sheepshead Bay,Sheepshead Bay,21,Tuesday,0,Spring,6.65,Low,1,1.0
Park Slope,South Slope,19,Monday,0,Spring,3.13,High,2,1.8
Upper West Side,Upper West Side,2,Saturday,1,Spring,10.78,Low,4,1.0
Canarsie,Great Kills,14,Monday,0,Spring,14.09,Low,1,1.0
Sheepshead Bay,Borough Park,12,Monday,0,Winter,3.02,Low,1,1.0
Clifton,Great Kills,15,Sunday,1,Spring,21.56,Low,1,1.0
West Village,Fort Greene,18,Saturday,1,Spring,1.85,High,1,1.8
Bensonhurst,Sheepshead Bay,21,Monday,0,Spring,11.66,Low,1,1.0
Bedford-Stuyvesant,Inwood,11,Saturday,1,Spring,1.48,Low,1,1.0
Murray Hill,East Harlem,9,Saturday,1,Winter,0.94,High,1,1.8
Clinton Hill,East Harlem,22,Friday,0,Winter,4.18,Low,3,1.0
Clinton Hill,Murray Hill,8,Tuesday,0,Spring,0.87,High,1,1.8
Midwood,Oakwood,1,Sunday,1,Spring,11.76,Low,1,1.0
Bedford-Stuyvesant,West Village,14,Sunday,1,Spring,1.35,Low,5,1.0
Bedford-Stuyvesant,Inwood,4,Saturday,1,Spring,2.78,Low,2,1.0
Harlem,Crown Heights,18,Friday,0,Spring,0.57,High,1,1.8
Inwood,Kensington,17,Friday,0,Spring,2.55,High,1,1.8
Clinton Hill,Bedford-Stuyvesant,20,Tuesday,0,Spring,0.86,Medium,1,1.3
South Slope,Hell's Kitchen,20,Wednesday,0,Winter,1.41,Medium,2,1.3
Upper West Side,West Village,18,Friday,0,Winter,3.32,High,1,1.8
Park Slope,Chelsea,1,Friday,0,Spring,5.75,Low,2,1.0
Harlem,East Harlem,13,Tuesday,0,Summer,0.89,Low,2,1.0
East Harlem,Harlem,20,Sunday,1,Winter,8.36,Medium,1,1.3
West Village,Fort Greene,19,Monday,0,Spring,2.62,High,1,1.8
Upper West Side,Upper West Side,20,Wednesday,0,Spring,0.83,Medium,6,1.3
Hell's Kitchen,Bedford-Stuyvesant,20,Monday,0,Spring,3.27,Medium,2,1.3
Brighton Beach,Brighton Beach,5,Friday,0,Spring,6.3,Low,1,1.0
Kensington,Hell's Kitchen,14,Monday,0,Spring,4.53,Low,1,1.0
Murray Hill,South Slope,13,Wednesday,0,Spring,1.25,Low,1,1.0
Bedford-Stuyvesant,Fort Greene,10,Thursday,0,Summer,3.77,Medium,1,1.3
Bedford-Stuyvesant,Clinton Hill,16,Saturday,1,Summer,5.29,Medium,1,1.3
Hell's Kitchen,South Slope,22,Friday,0,Summer,1.63,Low,1,1.0
Harlem,East Harlem,12,Friday,0,Winter,1.67,Low,1,1.0
East Harlem,West Village,19,Wednesday,0,Summer,5.95,High,1,1.8
Murray Hill,Crown Heights,0,Sunday,1,Spring,4.81,Low,1,1.0
Harlem,Upper West Side,20,Wednesday,0,Summer,3.1,Medium,1,1.3
Great Kills,Far Rockaway,14,Sunday,1,Spring,12.51,Low,4,1.0
Upper West Side,Bedford-Stuyvesant,21,Wednesday,0,Winter,2.66,Low,1,1.0
Clifton,Sheepshead Bay,14,Tuesday,0,Winter,2.43,Low,6,1.0
Murray Hill,Upper West Side,20,Sunday,1,Winter,3.31,Medium,1,1.3
Clinton Hill,West Village,17,Saturday,1,Winter,1.68,High,2,1.8
Clinton Hill,South Slope,14,Tuesday,0,Winter,2.98,Low,2,1.0
Murray Hill,Bedford-Stuyvesant,4,Friday,0,Spring,2.21,Low,2,1.0
Clifton,Far Rockaway,19,Monday,0,Winter,3.33,High,1,1.8
Upper West Side,Park Slope,0,Monday,0,Winter,0.53,Low,2,1.0
Harlem,Upper West Side,20,Friday,0,Summer,2.51,Medium,5,1.3
Harlem,Upper West Side,2,Thursday,0,Spring,0.13,Low,1,1.0
Murray Hill,Park Slope,23,Friday,0,Spring,3.86,Low,1,1.0
East Harlem,Bedford-Stuyvesant,19,Friday,0,Spring,1.16,High,1,1.8
Bensonhurst,Clifton,8,Friday,0,Spring,0.87,High,1,1.8
South Slope,Fort Greene,18,Friday,0,Summer,1.04,High,1,1.8
Greenpoint,East Harlem,23,Monday,0,Spring,6.32,Low,1,1.0
Hell's Kitchen,Kensington,7,Friday,0,Winter,0.72,Medium,1,1.3
Upper West Side,Park Slope,19,Monday,0,Winter,1.36,High,5,1.8
Bedford-Stuyvesant,Clinton Hill,12,Wednesday,0,Winter,1.09,Low,1,1.0
East Harlem,East Harlem,10,Thursday,0,Winter,0.88,Medium,1,1.3
Harlem,Chinatown,3,Saturday,1,Spring,4.02,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,18,Monday,0,Spring,1.2,High,2,1.8
Tottenville,Eltingville,22,Tuesday,0,Spring,23.74,Low,1,1.0
Crown Heights,Bedford-Stuyvesant,7,Wednesday,0,Spring,4.62,Medium,1,1.3
Upper West Side,Murray Hill,8,Friday,0,Summer,2.34,High,1,1.8
Upper West Side,South Slope,13,Wednesday,0,Winter,1.26,Low,1,1.0
Sheepshead Bay,Arverne,7,Tuesday,0,Winter,2.75,Medium,1,1.3
Upper West Side,Harlem,15,Friday,0,Summer,0.68,Low,1,1.0
East Harlem,Harlem,19,Thursday,0,Summer,3.69,High,1,1.8
Great Kills,Brighton Beach,23,Tuesday,0,Summer,3.99,Low,1,1.0
East Harlem,Crown Heights,21,Wednesday,0,Summer,2.21,Low,3,1.0
Murray Hill,Chelsea,19,Thursday,0,Winter,0.78,High,4,1.8
Upper West Side,Harlem,19,Saturday,1,Spring,2.38,High,1,1.8
Bedford-Stuyvesant,Chelsea,8,Saturday,1,Summer,1.82,High,1,1.8
South Slope,Murray Hill,2,Saturday,1,Spring,5.1,Low,2,1.0
Upper West Side,Bedford-Stuyvesant,22,Tuesday,0,Spring,6.76,Low,1,1.0
Gravesend,Sheepshead Bay,4,Saturday,1,Winter,2.99,Low,3,1.0
Midtown,Upper West Side,19,Thursday,0,Spring,3.69,High,1,1.8
West Village,Williamsburg,17,Saturday,1,Winter,1.66,High,2,1.8
Upper West Side,Crown Heights,18,Tuesday,0,Spring,1.48,High,1,1.8
East Harlem,East Harlem,21,Friday,0,Spring,4.59,Low,1,1.0
Harlem,Williamsburg,1,Thursday,0,Spring,1.37,Low,1,1.0
Upper West Side,Williamsburg,8,Saturday,1,Summer,1.4,High,2,1.8
Kensington,Hell's Kitchen,14,Tuesday,0,Winter,3.42,Low,2,1.0
Bedford-Stuyvesant,Upper West Side,17,Monday,0,Winter,1.51,High,2,1.8
Park Slope,Harlem,10,Thursday,0,Summer,2.07,Medium,1,1.3
Harlem,East Harlem,12,Tuesday,0,Spring,3.55,Low,3,1.0
East Harlem,Crown Heights,10,Thursday,0,Summer,6.76,Medium,1,1.3
Hell's Kitchen,Upper West Side,14,Saturday,1,Spring,3.57,Low,1,1.0
Concord,Bath Beach,3,Friday,0,Winter,1.78,Low,2,1.0
Harlem,East Harlem,9,Monday,0,Winter,3.75,High,1,1.8
Midwood,Flatbush,17,Friday,0,Winter,2.58,High,2,1.8
Midtown,Upper West Side,20,Friday,0,Winter,1.5,Medium,1,1.3
East Harlem,East Harlem,14,Sunday,1,Summer,1.7,Low,2,1.0
West Village,Kensington,20,Tuesday,0,Winter,1.01,Medium,2,1.3
Upper West Side,Harlem,10,Tuesday,0,Spring,0.88,Medium,1,1.3
Harlem,Harlem,9,Saturday,1,Spring,6.39,High,1,1.8
Harlem,Harlem,17,Saturday,1,Winter,0.05,High,1,1.8
Concord,Arverne,12,Monday,0,Winter,2.03,Low,1,1.0
Bedford-Stuyvesant,Kensington,8,Thursday,0,Spring,1.87,High,1,1.8
Hell's Kitchen,Clinton Hill,19,Saturday,1,Spring,0.92,High,1,1.8
Murray Hill,Fort Greene,0,Sunday,1,Winter,2.36,Low,2,1.0
Fort Greene,Park Slope,13,Sunday,1,Spring,1.93,Low,2,1.0
East Harlem,Upper West Side,15,Friday,0,Winter,2.3,Low,6,1.0
Bay Ridge,Bensonhurst,3,Monday,0,Winter,2.6,Low,1,1.0
Crown Heights,Chinatown,17,Tuesday,0,Winter,1.94,High,1,1.8
Williamsburg,Harlem,9,Tuesday,0,Summer,2.07,High,1,1.8
Inwood,Inwood,20,Thursday,0,Spring,3.77,Medium,2,1.3
Harlem,Harlem,11,Tuesday,0,Winter,7.18,Low,1,1.0
East Harlem,Harlem,19,Thursday,0,Summer,0.75,High,1,1.8
East Harlem,Harlem,12,Friday,0,Winter,0.54,Low,1,1.0
Clinton Hill,Chinatown,18,Thursday,0,Winter,1.12,High,6,1.8
Kensington,East Harlem,10,Tuesday,0,Spring,4.81,Medium,1,1.3
Park Slope,Harlem,23,Saturday,1,Winter,4.46,Low,2,1.0
Midtown,West Village,17,Tuesday,0,Spring,3.04,High,1,1.8
Harlem,Hell's Kitchen,2,Thursday,0,Spring,2.81,Low,2,1.0
Park Slope,Upper West Side,1,Saturday,1,Spring,0.4,Low,1,1.0
Murray Hill,Hell's Kitchen,17,Saturday,1,Summer,2.29,High,1,1.8
Midtown,Fort Greene,19,Tuesday,0,Spring,1.5,High,1,1.8
Upper West Side,Bedford-Stuyvesant,14,Saturday,1,Spring,0.99,Low,1,1.0
South Slope,East Harlem,18,Friday,0,Winter,1.31,High,1,1.8
Inwood,South Slope,23,Friday,0,Summer,2.48,Low,1,1.0
Upper West Side,Murray Hill,16,Saturday,1,Winter,1.2,Medium,6,1.3
Kensington,Hell's Kitchen,9,Thursday,0,Spring,2.07,High,1,1.8
West Village,Midtown,8,Monday,0,Spring,7.31,High,1,1.8
East Harlem,West Village,14,Saturday,1,Spring,2.89,Low,4,1.0
East Harlem,Midtown,10,Friday,0,Spring,1.33,Medium,2,1.3
West Village,Midtown,10,Thursday,0,Spring,1.91,Medium,1,1.3
East Harlem,Upper West Side,2,Friday,0,Spring,1.48,Low,1,1.0
Crown Heights,Upper West Side,13,Wednesday,0,Spring,4.87,Low,6,1.0
Fort Hamilton,Bensonhurst,11,Wednesday,0,Spring,2.36,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,10,Saturday,1,Winter,1.86,Medium,1,1.3
Harlem,Bedford-Stuyvesant,14,Thursday,0,Winter,2.17,Low,1,1.0
"Bay Terrace, Staten Island",Flatlands,14,Sunday,1,Summer,13.69,Low,1,1.0
Bedford-Stuyvesant,Harlem,7,Monday,0,Spring,2.43,Medium,1,1.3
Oakwood,Oakwood,21,Friday,0,Summer,8.51,Low,2,1.0
East Harlem,East Harlem,23,Friday,0,Spring,0.23,Low,2,1.0
Sheepshead Bay,New Dorp Beach,21,Saturday,1,Summer,6.32,Low,1,1.0
West Village,Hell's Kitchen,0,Saturday,1,Winter,7.08,Low,1,1.0
Williamsburg,Upper West Side,14,Sunday,1,Spring,0.72,Low,2,1.0
Harlem,Kensington,11,Wednesday,0,Spring,1.77,Low,1,1.0
Chinatown,East Harlem,0,Friday,0,Spring,0.83,Low,2,1.0
Upper West Side,Hell's Kitchen,13,Tuesday,0,Winter,1.19,Low,2,1.0
Midtown,Bedford-Stuyvesant,21,Thursday,0,Spring,3.08,Low,1,1.0
East Harlem,Williamsburg,1,Wednesday,0,Winter,1.73,Low,1,1.0
Upper West Side,Chelsea,0,Wednesday,0,Winter,1.02,Low,1,1.0
Park Slope,East Harlem,7,Wednesday,0,Winter,1.76,Medium,1,1.3
East Harlem,East Harlem,19,Tuesday,0,Spring,2.06,High,1,1.8
Harlem,West Village,7,Tuesday,0,Spring,1.12,Medium,6,1.3
Fort Hamilton,Fort Hamilton,17,Saturday,1,Spring,1.52,High,1,1.8
Hell's Kitchen,Fort Greene,15,Sunday,1,Spring,2.52,Low,2,1.0
Park Slope,Upper West Side,21,Thursday,0,Winter,3.59,Low,1,1.0
Tottenville,Tottenville,23,Wednesday,0,Spring,25.55,Low,2,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,19,Monday,0,Spring,0.7,High,1,1.8
Fort Greene,Harlem,15,Tuesday,0,Winter,2.15,Low,1,1.0
Harlem,Harlem,15,Sunday,1,Spring,3.27,Low,1,1.0
Fort Greene,Williamsburg,14,Monday,0,Spring,3.56,Low,1,1.0
Hell's Kitchen,East Harlem,0,Friday,0,Summer,6.21,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,18,Tuesday,0,Winter,0.9,High,1,1.8
Chinatown,Upper West Side,19,Friday,0,Spring,1.81,High,1,1.8
Bedford-Stuyvesant,East Harlem,23,Sunday,1,Spring,1.78,Low,1,1.0
Upper West Side,Hell's Kitchen,21,Thursday,0,Winter,4.97,Low,1,1.0
Upper West Side,Harlem,11,Friday,0,Winter,4.94,Low,1,1.0
Oakwood,Bath Beach,17,Monday,0,Winter,9.07,High,5,1.8
South Slope,Hell's Kitchen,18,Sunday,1,Summer,3.1,High,5,1.8
Park Slope,Chinatown,22,Wednesday,0,Winter,8.92,Low,3,1.0
Fort Greene,Clinton Hill,10,Tuesday,0,Winter,1.33,Medium,1,1.3
Kensington,Harlem,12,Thursday,0,Winter,0.57,Low,2,1.0
Bedford-Stuyvesant,Hell's Kitchen,10,Monday,0,Spring,3.94,Medium,1,1.3
Crown Heights,Hell's Kitchen,21,Tuesday,0,Winter,1.21,Low,1,1.0
Williamsburg,South Slope,11,Thursday,0,Spring,2.89,Low,1,1.0
South Slope,Clinton Hill,7,Monday,0,Spring,0.95,Medium,1,1.3
Bedford-Stuyvesant,East Harlem,16,Saturday,1,Summer,6.0,Medium,1,1.3
Greenpoint,Williamsburg,21,Sunday,1,Summer,2.05,Low,2,1.0
Bedford-Stuyvesant,Fort Greene,21,Saturday,1,Winter,0.99,Low,5,1.0
East Harlem,Murray Hill,21,Wednesday,0,Summer,6.25,Low,1,1.0
East Harlem,Harlem,10,Sunday,1,Winter,2.88,Medium,1,1.3
Harlem,Harlem,9,Saturday,1,Spring,5.82,High,1,1.8
Williamsburg,East Harlem,16,Tuesday,0,Spring,3.82,Medium,1,1.3
Rockaway Beach,Arverne,21,Monday,0,Summer,1.74,Low,1,1.0
Park Slope,Bedford-Stuyvesant,23,Friday,0,Winter,1.51,Low,2,1.0
Upper West Side,Park Slope,20,Monday,0,Winter,5.36,Medium,1,1.3
Tottenville,Eltingville,20,Monday,0,Summer,12.35,Medium,1,1.3
Midwood,Flatlands,4,Friday,0,Winter,3.16,Low,1,1.0
Crown Heights,Harlem,14,Monday,0,Spring,4.49,Low,1,1.0
Kensington,Clinton Hill,7,Friday,0,Spring,1.41,Medium,1,1.3
Kensington,Upper West Side,7,Wednesday,0,Winter,1.99,Medium,1,1.3
Clifton,Arrochar,22,Sunday,1,Summer,6.6,Low,1,1.0
Hell's Kitchen,Harlem,23,Tuesday,0,Summer,6.02,Low,1,1.0
Sheepshead Bay,Bay Ridge,8,Thursday,0,Summer,5.51,High,1,1.8
East Harlem,South Slope,14,Monday,0,Winter,8.7,Low,1,1.0
Greenpoint,Hell's Kitchen,0,Sunday,1,Winter,6.11,Low,1,1.0
Harlem,Bedford-Stuyvesant,12,Thursday,0,Spring,3.05,Low,1,1.0
Crown Heights,East Harlem,1,Saturday,1,Spring,1.63,Low,2,1.0
Bedford-Stuyvesant,Kensington,8,Wednesday,0,Spring,1.27,High,6,1.8
Upper West Side,Bedford-Stuyvesant,20,Saturday,1,Spring,3.75,Medium,1,1.3
Upper West Side,Murray Hill,11,Tuesday,0,Spring,4.75,Low,1,1.0
East Harlem,Harlem,0,Sunday,1,Spring,1.57,Low,1,1.0
Arverne,Arden Heights,13,Tuesday,0,Spring,9.74,Low,1,1.0
Harlem,Chelsea,18,Thursday,0,Spring,5.06,High,3,1.8
Murray Hill,Upper West Side,19,Wednesday,0,Winter,7.09,High,2,1.8
East Harlem,Park Slope,20,Tuesday,0,Spring,4.42,Medium,1,1.3
South Slope,East Harlem,19,Wednesday,0,Summer,1.88,High,1,1.8
Park Slope,Fort Greene,19,Friday,0,Winter,3.42,High,1,1.8
Kensington,Upper West Side,16,Thursday,0,Summer,4.14,Medium,5,1.3
Midtown,Harlem,18,Thursday,0,Spring,4.45,High,1,1.8
Bedford-Stuyvesant,East Harlem,21,Thursday,0,Spring,1.52,Low,1,1.0
Upper West Side,Clinton Hill,15,Monday,0,Spring,2.08,Low,3,1.0
Upper West Side,Fort Greene,19,Wednesday,0,Summer,5.26,High,1,1.8
East Harlem,Midtown,18,Wednesday,0,Spring,2.53,High,1,1.8
Harlem,Upper West Side,11,Sunday,1,Spring,3.32,Low,1,1.0
Bedford-Stuyvesant,Hell's Kitchen,15,Friday,0,Summer,0.33,Low,1,1.0
Harlem,East Harlem,0,Tuesday,0,Winter,8.41,Low,1,1.0
East Harlem,Upper West Side,10,Wednesday,0,Spring,1.6,Medium,2,1.3
East Harlem,Fort Greene,18,Monday,0,Summer,2.01,High,6,1.8
Chinatown,Kensington,23,Tuesday,0,Winter,6.22,Low,2,1.0
East Harlem,Bedford-Stuyvesant,12,Thursday,0,Winter,0.6,Low,4,1.0
East Harlem,Inwood,13,Sunday,1,Winter,1.19,Low,1,1.0
Inwood,Upper West Side,11,Sunday,1,Spring,5.08,Low,1,1.0
Harlem,Fort Greene,18,Tuesday,0,Winter,2.84,High,3,1.8
Upper West Side,East Harlem,0,Saturday,1,Spring,6.19,Low,2,1.0
Harlem,East Harlem,15,Friday,0,Winter,2.17,Low,1,1.0
"Bay Terrace, Staten Island",Midwood,10,Monday,0,Winter,12.35,Medium,1,1.3
South Slope,Inwood,0,Sunday,1,Spring,8.09,Low,2,1.0
Williamsburg,Chinatown,19,Monday,0,Winter,1.54,High,2,1.8
Rockaway Beach,Shore Acres,11,Wednesday,0,Spring,3.04,Low,1,1.0
Upper West Side,Upper West Side,1,Sunday,1,Summer,2.14,Low,1,1.0
Harlem,West Village,14,Sunday,1,Spring,4.81,Low,4,1.0
West Village,Upper West Side,21,Sunday,1,Spring,5.51,Low,1,1.0
Williamsburg,Upper West Side,11,Thursday,0,Spring,1.22,Low,1,1.0
Upper West Side,Crown Heights,23,Thursday,0,Summer,0.99,Low,1,1.0
Kensington,East Harlem,16,Thursday,0,Spring,3.03,Medium,5,1.3
West Village,Greenpoint,17,Sunday,1,Winter,1.18,High,2,1.8
Tompkinsville,Arrochar,8,Wednesday,0,Spring,2.06,High,6,1.8
Park Slope,Harlem,20,Sunday,1,Spring,0.77,Medium,1,1.3
Upper West Side,Crown Heights,8,Sunday,1,Spring,6.03,High,1,1.8
Harlem,Upper West Side,20,Thursday,0,Summer,3.6,Medium,1,1.3
Harlem,East Harlem,23,Tuesday,0,Winter,1.75,Low,1,1.0
East Village,West Village,16,Friday,0,Spring,0.54,Medium,2,1.3
Inwood,West Village,19,Friday,0,Winter,4.17,High,1,1.8
Hell's Kitchen,Chelsea,21,Sunday,1,Spring,2.81,Low,4,1.0
East Harlem,Harlem,0,Wednesday,0,Spring,4.95,Low,1,1.0
