trip_id,pickup_location,drop_location,pickup_date,pickup_time,pickup_hour,time_of_day,weekday,is_weekend,season,passenger_count,trip_distance_km,traffic_level,actual_eta_minutes,average_speed,surge_multiplier
id1935437,Eltingville,Arden Heights,24-04-2016,09:09,9,Morning,Sunday,1,Spring,1,23.57,High,27.8,50.9,1.8
id2059551,Harlem,Upper West Side,01-04-2016,09:28,9,Morning,Friday,0,Spring,1,2.59,High,14,11.1,1.8
id2433939,Arden Heights,Fort Hamilton,16-05-2016,13:05,13,Afternoon,Monday,0,Spring,3,11.75,Low,28.3,24.9,1
id2677357,Harlem,Upper West Side,15-02-2016,16:36,16,Afternoon,Monday,0,Winter,2,1.16,Medium,5.5,12.7,1.3
id2336715,Bedford-Stuyvesant,Chinatown,01-01-2016,00:09,0,Night,Friday,0,Winter,2,3.89,Low,10.4,22.4,1
id3525276,Far Rockaway,Sheepshead Bay,24-03-2016,18:27,18,Evening,Thursday,0,Spring,1,1.65,High,5.7,17.4,1.8
id3729126,Oakwood,Eltingville,04-01-2016,14:20,14,Afternoon,Monday,0,Winter,1,9.01,Low,16.6,32.6,1
id1073968,Bensonhurst,Great Kills,15-03-2016,09:44,9,Morning,Tuesday,0,Spring,1,10.45,High,22.8,27.5,1.8
id0562336,South Slope,Clinton Hill,15-06-2016,10:17,10,Morning,Wednesday,0,Summer,2,4.61,Medium,9.9,27.9,1.3
id1163958,Upper West Side,Park Slope,18-03-2016,07:48,7,Morning,Friday,0,Spring,1,1.78,Medium,5.2,20.5,1.3
id1681877,Bedford-Stuyvesant,Murray Hill,26-04-2016,14:42,14,Afternoon,Tuesday,0,Spring,1,1.94,Low,14.8,7.9,1
id0945119,Kensington,Clinton Hill,02-05-2016,18:29,18,Evening,Monday,0,Spring,6,2.61,High,9.3,16.8,1.8
id2939783,Harlem,Park Slope,12-04-2016,10:11,10,Morning,Tuesday,0,Spring,1,3.12,Medium,23.2,8.1,1.3
id2050990,Upper West Side,Upper West Side,20-06-2016,21:05,21,Evening,Monday,0,Summer,1,9.61,Low,42.6,13.5,1
id3780362,South Slope,Hell's Kitchen,08-05-2016,21:13,21,Evening,Sunday,1,Spring,2,1.29,Low,2.2,35.2,1
id2233338,Williamsburg,Harlem,14-01-2016,19:14,19,Evening,Thursday,0,Winter,2,1.62,High,8.9,10.9,1.8
id1445390,Arverne,Midwood,19-01-2016,08:00,8,Morning,Tuesday,0,Winter,3,3.26,High,17.2,11.4,1.8
id0345679,Williamsburg,South Slope,22-03-2016,20:24,20,Evening,Tuesday,0,Spring,1,1.06,Medium,9.6,6.6,1.3
id0570525,Clinton Hill,Upper West Side,25-02-2016,15:30,15,Afternoon,Thursday,0,Winter,1,1.07,Low,5.1,12.6,1
id0872662,Midtown,Williamsburg,13-02-2016,08:10,8,Morning,Saturday,1,Winter,3,0.94,High,2.3,24.5,1.8
id3114338,Kensington,Bedford-Stuyvesant,23-05-2016,20:42,20,Evening,Monday,0,Spring,1,1.71,Medium,9.3,11,1.3
id2718231,Harlem,Midtown,08-03-2016,02:44,2,Night,Tuesday,0,Spring,1,17.07,Low,20.3,50.5,1
id0618376,Bedford-Stuyvesant,Midtown,11-01-2016,06:21,6,Morning,Monday,0,Winter,1,0.86,Low,3.5,14.7,1
id1697059,Harlem,Harlem,26-06-2016,15:10,15,Afternoon,Sunday,1,Summer,1,4.1,Low,13.1,18.8,1
id1868620,Tottenville,Eltingville,18-06-2016,00:41,0,Night,Saturday,1,Summer,1,24.16,Low,29.1,49.8,1
id0000569,East Harlem,Bedford-Stuyvesant,03-01-2016,19:51,19,Evening,Sunday,1,Winter,3,0.7,High,2,21,1.8
id0952827,East Harlem,Harlem,25-03-2016,00:22,0,Night,Friday,0,Spring,1,6.46,Low,14.2,27.3,1
id0464363,Park Slope,South Slope,25-04-2016,19:43,19,Evening,Monday,0,Spring,1,1.41,High,4.5,18.8,1.8
id0608846,Fort Hamilton,Clifton,25-05-2016,13:45,13,Afternoon,Wednesday,0,Spring,1,1.99,Low,11.7,10.2,1
id3567125,Hell's Kitchen,Bedford-Stuyvesant,10-04-2016,03:13,3,Night,Sunday,1,Spring,1,7.77,Low,44.6,10.5,1
id3996183,Inwood,Bedford-Stuyvesant,17-06-2016,08:54,8,Morning,Friday,0,Summer,1,2.08,High,11.9,10.5,1.8
id1474156,Upper West Side,Bedford-Stuyvesant,25-06-2016,07:30,7,Morning,Saturday,1,Summer,2,11.65,Medium,18,38.8,1.3
id0695483,Emerson Hill,Flatlands,06-02-2016,16:02,16,Afternoon,Saturday,1,Winter,3,2.78,Medium,13.3,12.5,1.3
id3609971,Canarsie,Sheepshead Bay,14-06-2016,09:20,9,Morning,Tuesday,0,Summer,1,1.61,High,22.5,4.3,1.8
id3956459,Inwood,Hell's Kitchen,05-03-2016,10:23,10,Morning,Saturday,1,Spring,1,6.04,Medium,22.1,16.4,1.3
id0088231,Harlem,Williamsburg,08-06-2016,23:02,23,Evening,Wednesday,0,Summer,3,8.88,Low,17.2,31,1
id1957034,West Village,Bedford-Stuyvesant,02-02-2016,18:28,18,Evening,Tuesday,0,Winter,1,5.61,High,40.9,8.2,1.8
id1838067,Harlem,Bedford-Stuyvesant,01-04-2016,12:46,12,Afternoon,Friday,0,Spring,1,0.98,Low,5.4,10.9,1
id3342568,Tompkinsville,Eltingville,03-01-2016,03:33,3,Night,Sunday,1,Winter,1,11.21,Low,36,18.7,1
id3487442,Clinton Hill,Clinton Hill,29-02-2016,18:39,18,Evening,Monday,0,Winter,1,0,High,3.8,0,1.8
id1401963,East Harlem,South Slope,18-06-2016,06:53,6,Morning,Saturday,1,Summer,1,3.08,Low,25.6,7.2,1
id1597742,Murray Hill,East Harlem,11-04-2016,19:50,19,Evening,Monday,0,Spring,5,1.85,High,8.2,13.5,1.8
id3271420,East Harlem,Hell's Kitchen,24-04-2016,19:25,19,Evening,Sunday,1,Spring,4,0.81,High,6.6,7.4,1.8
id0850673,Hell's Kitchen,Upper West Side,20-02-2016,13:06,13,Afternoon,Saturday,1,Winter,1,2.83,Low,17.2,9.9,1
id0171820,South Slope,Upper West Side,25-05-2016,06:40,6,Morning,Wednesday,0,Spring,1,0.05,Low,3.2,0.9,1
id0514543,Upper West Side,Hell's Kitchen,26-02-2016,18:45,18,Evening,Friday,0,Winter,1,3.27,High,18.6,10.5,1.8
id1991106,Bedford-Stuyvesant,Park Slope,11-06-2016,14:22,14,Afternoon,Saturday,1,Summer,1,2.74,Low,8.1,20.3,1
id2142187,Upper West Side,Harlem,19-05-2016,20:47,20,Evening,Thursday,0,Spring,1,4,Medium,11.8,20.3,1.3
id0526379,Greenpoint,West Village,29-04-2016,04:28,4,Night,Friday,0,Spring,1,4.54,Low,10.9,25,1
id2548131,Midtown,East Harlem,31-05-2016,23:12,23,Evening,Tuesday,0,Spring,2,7.79,Low,15.8,29.6,1
id2452855,Crown Heights,Bedford-Stuyvesant,14-05-2016,03:27,3,Night,Saturday,1,Spring,1,9.16,Low,24.1,22.8,1
id0315726,Crown Heights,Williamsburg,04-06-2016,03:14,3,Night,Saturday,1,Summer,1,4.39,Low,21.3,12.4,1
id2527828,Fort Greene,Clinton Hill,17-02-2016,17:39,17,Afternoon,Wednesday,0,Winter,1,2.98,High,29.1,6.1,1.8
id1630336,East Harlem,South Slope,25-04-2016,23:18,23,Evening,Monday,0,Spring,1,4.16,Low,12.5,20,1
id2353964,Park Slope,Upper West Side,30-04-2016,07:44,7,Morning,Saturday,1,Spring,1,2.31,Medium,5,27.7,1.3
id2393811,Chinatown,Upper West Side,10-03-2016,18:52,18,Evening,Thursday,0,Spring,1,4.13,High,16,15.5,1.8
id1774339,South Slope,Bedford-Stuyvesant,11-04-2016,17:41,17,Afternoon,Monday,0,Spring,1,1.6,High,5.2,18.5,1.8
id1610798,Harlem,Fort Greene,25-01-2016,23:32,23,Evening,Monday,0,Winter,1,1.74,Low,10.4,10,1
id2452120,Midwood,Gravesend,18-04-2016,18:27,18,Evening,Monday,0,Spring,2,2.98,High,15.4,11.6,1.8
id2693088,Bedford-Stuyvesant,Chinatown,23-04-2016,23:28,23,Evening,Saturday,1,Spring,2,5.44,Low,14.9,21.9,1
id0828675,Bedford-Stuyvesant,Upper West Side,23-06-2016,07:16,7,Morning,Thursday,0,Summer,1,1.65,Medium,5.3,18.7,1.3
id1636593,Tottenville,Woodrow,25-04-2016,17:37,17,Afternoon,Monday,0,Spring,1,24.54,High,46,32,1.8
id0747713,Upper West Side,Upper West Side,17-01-2016,03:24,3,Night,Sunday,1,Winter,1,0.32,Low,2.6,7.4,1
id3655477,Upper West Side,Bedford-Stuyvesant,24-03-2016,13:35,13,Afternoon,Thursday,0,Spring,1,1.99,Low,13.2,9,1
id0642318,Bedford-Stuyvesant,Upper West Side,04-04-2016,09:21,9,Morning,Monday,0,Spring,1,4.93,High,16,18.5,1.8
id2390585,"Bay Terrace, Staten Island",Sheepshead Bay,24-02-2016,11:45,11,Morning,Wednesday,0,Winter,1,9.23,Low,23,24.1,1
id0369319,Bedford-Stuyvesant,Kensington,08-02-2016,18:24,18,Evening,Monday,0,Winter,1,0.99,High,3.7,16.1,1.8
id0720321,Clinton Hill,Upper West Side,21-06-2016,18:09,18,Evening,Tuesday,0,Summer,1,1.13,High,7.5,9,1.8
id0860600,East Harlem,Upper West Side,06-01-2016,15:23,15,Afternoon,Wednesday,0,Winter,1,1.84,Low,14.6,7.6,1
id1977372,Great Kills,Far Rockaway,01-04-2016,13:33,13,Afternoon,Friday,0,Spring,1,11.28,Low,26.8,25.3,1
id2437858,Harlem,East Harlem,27-03-2016,11:55,11,Morning,Sunday,1,Spring,5,3.51,Low,10.1,20.9,1
id2165807,Upper West Side,South Slope,08-04-2016,20:19,20,Evening,Friday,0,Spring,2,1.14,Medium,3.2,21.4,1.3
id1638921,Harlem,Murray Hill,27-05-2016,17:58,17,Afternoon,Friday,0,Spring,1,3.06,High,17.9,10.3,1.8
id0631726,East Harlem,Hell's Kitchen,23-04-2016,15:58,15,Afternoon,Saturday,1,Spring,1,2.2,Low,4.6,28.7,1
id1947466,Upper West Side,Murray Hill,21-04-2016,12:32,12,Afternoon,Thursday,0,Spring,6,1.08,Low,4.8,13.5,1
id1723822,Murray Hill,Upper West Side,16-06-2016,12:35,12,Afternoon,Thursday,0,Summer,3,3.31,Low,10.5,18.9,1
id1144791,Upper West Side,Murray Hill,06-01-2016,13:39,13,Afternoon,Wednesday,0,Winter,1,2.9,Low,10.2,17.1,1
id1497423,Bedford-Stuyvesant,Upper West Side,25-02-2016,13:40,13,Afternoon,Thursday,0,Winter,1,1.63,Low,13.4,7.3,1
id2917044,Bedford-Stuyvesant,East Harlem,02-04-2016,15:35,15,Afternoon,Saturday,1,Spring,1,7.88,Low,20.3,23.3,1
id2538816,Upper West Side,Bedford-Stuyvesant,13-02-2016,17:59,17,Afternoon,Saturday,1,Winter,1,1.17,High,4.8,14.6,1.8
id2808378,Flatlands,Gravesend,09-03-2016,17:11,17,Afternoon,Wednesday,0,Spring,1,5.78,High,17.4,19.9,1.8
id2015130,Harlem,Midtown,21-05-2016,03:13,3,Night,Saturday,1,Spring,1,2.28,Low,6.7,20.4,1
id1062725,East Harlem,Harlem,08-06-2016,05:51,5,Night,Wednesday,0,Summer,1,1.94,Low,5.9,19.7,1
id3792892,Williamsburg,Upper West Side,01-05-2016,02:40,2,Night,Sunday,1,Spring,1,4.27,Low,21.9,11.7,1
id0924324,Harlem,Harlem,10-05-2016,18:07,18,Evening,Tuesday,0,Spring,2,0,High,18.5,0,1.8
id1295254,Midwood,Midwood,06-03-2016,11:01,11,Morning,Sunday,1,Spring,1,2.01,Low,7,17.2,1
id0222570,West Village,Harlem,20-04-2016,19:14,19,Evening,Wednesday,0,Spring,1,3.31,High,15.4,12.9,1.8
id3680395,Upper West Side,West Village,19-05-2016,18:57,18,Evening,Thursday,0,Spring,1,0.8,High,1.9,25.3,1.8
id0552144,Arden Heights,Bensonhurst,04-05-2016,18:04,18,Evening,Wednesday,0,Spring,1,6.86,High,34,12.1,1.8
id2034899,Harlem,Upper West Side,11-02-2016,11:03,11,Morning,Thursday,0,Winter,1,1.28,Low,5.6,13.7,1
id1283389,Harlem,Clinton Hill,06-04-2016,00:52,0,Night,Wednesday,0,Spring,1,2.2,Low,14.4,9.2,1
id2040373,East Harlem,Harlem,18-03-2016,07:54,7,Morning,Friday,0,Spring,3,1.65,Medium,7.8,12.7,1.3
id2124906,Harlem,Kensington,03-05-2016,08:28,8,Morning,Tuesday,0,Spring,1,1.88,High,7.1,15.9,1.8
id1660823,Bedford-Stuyvesant,Harlem,01-03-2016,06:40,6,Morning,Tuesday,0,Spring,5,6.7,Low,21.3,18.9,1
id0989891,Harlem,East Harlem,03-05-2016,04:40,4,Night,Tuesday,0,Spring,2,4.25,Low,11.3,22.6,1
id2679117,Harlem,Harlem,03-02-2016,07:57,7,Morning,Wednesday,0,Winter,1,1.5,Medium,4.9,18.4,1.3
id2145001,Harlem,Bedford-Stuyvesant,27-04-2016,09:05,9,Morning,Wednesday,0,Spring,1,1.22,High,6.6,11.1,1.8
id3427182,Chinatown,Midtown,03-06-2016,11:40,11,Morning,Friday,0,Summer,1,2.96,Low,16.8,10.6,1
id2346299,Harlem,Upper West Side,17-06-2016,11:46,11,Morning,Friday,0,Summer,1,2.35,Low,11.8,11.9,1
id0105984,Harlem,Harlem,26-06-2016,11:17,11,Morning,Sunday,1,Summer,1,4.05,Low,13.1,18.5,1
id1587327,Midtown,Upper West Side,29-03-2016,21:19,21,Evening,Tuesday,0,Spring,3,2.11,Low,5.3,23.9,1
id2519393,Kensington,Harlem,25-06-2016,13:48,13,Afternoon,Saturday,1,Summer,1,1.53,Low,9.4,9.8,1
id1009714,Harlem,Bedford-Stuyvesant,20-06-2016,22:40,22,Evening,Monday,0,Summer,1,1.47,Low,8.6,10.3,1
id1027675,West Village,Greenpoint,23-01-2016,08:46,8,Morning,Saturday,1,Winter,1,1.12,High,20,3.4,1.8
id0802391,Bedford-Stuyvesant,Chinatown,06-03-2016,17:44,17,Afternoon,Sunday,1,Spring,1,0.97,High,7.5,7.8,1.8
id2597894,Hell's Kitchen,Bedford-Stuyvesant,14-05-2016,14:02,14,Afternoon,Saturday,1,Spring,1,3.58,Low,24.3,8.8,1
id1949220,East Village,West Village,02-04-2016,04:24,4,Night,Saturday,1,Spring,1,8.1,Low,19.2,25.3,1
id3389249,Upper West Side,East Harlem,04-05-2016,11:02,11,Morning,Wednesday,0,Spring,1,1.56,Low,10,9.4,1
id3245042,Chinatown,Park Slope,02-04-2016,16:01,16,Afternoon,Saturday,1,Spring,1,2.27,Medium,12.1,11.3,1.3
id1285469,Midtown,Bedford-Stuyvesant,23-02-2016,09:19,9,Morning,Tuesday,0,Winter,1,1.06,High,20,3.2,1.8
id3482709,East Harlem,East Harlem,21-03-2016,11:22,11,Morning,Monday,0,Spring,1,0.48,Low,1.2,24,1
id0496379,East Harlem,Upper West Side,24-03-2016,16:19,16,Afternoon,Thursday,0,Spring,1,1.64,Medium,13.7,7.2,1.3
id1703171,Tottenville,Eltingville,30-01-2016,22:42,22,Evening,Saturday,1,Winter,5,24.8,Low,40.9,36.4,1
id2268459,Flatlands,Arden Heights,02-03-2016,07:02,7,Morning,Wednesday,0,Spring,1,13.35,Medium,22.6,35.4,1.3
id3013319,South Slope,South Slope,15-02-2016,22:28,22,Evening,Monday,0,Winter,1,0.68,Low,1.6,25.5,1
id1265097,Windsor Terrace,Greenpoint,13-05-2016,02:21,2,Night,Friday,0,Spring,1,0.87,Low,2.6,20.1,1
id2954399,Kensington,Kensington,27-06-2016,11:22,11,Morning,Monday,0,Summer,1,0,Low,0.7,0,1
id3152963,South Slope,South Slope,09-04-2016,22:33,22,Evening,Saturday,1,Spring,2,2.57,Low,7.7,20,1
id1904421,Williamsburg,Bedford-Stuyvesant,11-06-2016,17:48,17,Afternoon,Saturday,1,Summer,2,4,High,12.4,19.4,1.8
id3611647,Fort Greene,Williamsburg,19-05-2016,10:44,10,Morning,Thursday,0,Spring,1,1.55,Medium,18.2,5.1,1.3
id0910982,Bedford-Stuyvesant,Upper West Side,21-05-2016,19:58,19,Evening,Saturday,1,Spring,1,4.21,High,11.8,21.4,1.8
id2640178,Kensington,Murray Hill,15-02-2016,16:12,16,Afternoon,Monday,0,Winter,1,7.14,Medium,19,22.5,1.3
id0030324,Williamsburg,Hell's Kitchen,09-01-2016,06:26,6,Morning,Saturday,1,Winter,1,1.45,Low,4.3,20.2,1
id3883723,Midtown,Park Slope,25-02-2016,01:46,1,Night,Thursday,0,Winter,2,3.9,Low,11,21.3,1
id0674885,Upper West Side,Chinatown,30-06-2016,07:37,7,Morning,Thursday,0,Summer,1,1.61,Medium,6,16.1,1.3
id3260324,East Harlem,Park Slope,07-02-2016,08:24,8,Morning,Sunday,1,Winter,1,5.67,High,13.9,24.5,1.8
id1561466,Harlem,West Village,29-04-2016,20:21,20,Evening,Friday,0,Spring,1,10.67,Medium,35.3,18.1,1.3
id2106816,East Harlem,Harlem,30-06-2016,10:53,10,Morning,Thursday,0,Summer,1,2.72,Medium,9.5,17.2,1.3
id2605569,Windsor Terrace,South Slope,08-05-2016,02:57,2,Night,Sunday,1,Spring,2,1.34,Low,4.9,16.4,1
id3293082,Bensonhurst,Bay Ridge,06-02-2016,19:50,19,Evening,Saturday,1,Winter,5,1.68,High,13.4,7.5,1.8
id0790613,Kensington,Midtown,20-05-2016,14:04,14,Afternoon,Friday,0,Spring,1,0.06,Low,29.6,0.1,1
id0202431,Harlem,Clinton Hill,17-02-2016,12:02,12,Afternoon,Wednesday,0,Winter,1,1.83,Low,16.2,6.8,1
id2084457,Bedford-Stuyvesant,Upper West Side,01-02-2016,08:41,8,Morning,Monday,0,Winter,3,1.6,High,7.7,12.5,1.8
id2595331,Hell's Kitchen,Harlem,29-04-2016,12:18,12,Afternoon,Friday,0,Spring,1,2.06,Low,10.4,11.9,1
id3448735,Crown Heights,Hell's Kitchen,27-01-2016,06:45,6,Morning,Wednesday,0,Winter,1,1.96,Low,5.6,21,1
id1431322,Harlem,Bedford-Stuyvesant,21-02-2016,13:21,13,Afternoon,Sunday,1,Winter,2,1.64,Low,12.8,7.7,1
id0130751,Flatbush,Great Kills,28-02-2016,19:47,19,Evening,Sunday,1,Winter,1,12.86,High,42.6,18.1,1.8
id1444884,East Harlem,Upper West Side,06-01-2016,18:15,18,Evening,Wednesday,0,Winter,1,2.78,High,15.9,10.5,1.8
id2797773,Upper West Side,Bedford-Stuyvesant,08-03-2016,08:33,8,Morning,Tuesday,0,Spring,1,0.44,High,3,8.8,1.8
id0861216,Upper West Side,Upper West Side,18-01-2016,13:00,13,Afternoon,Monday,0,Winter,1,2.92,Low,10.3,17,1
id3833049,Upper West Side,Upper West Side,22-06-2016,09:47,9,Morning,Wednesday,0,Summer,1,2.09,High,14.4,8.7,1.8
id1633648,Mill Basin,Sheepshead Bay,20-06-2016,14:19,14,Afternoon,Monday,0,Summer,1,3.16,Low,15.3,12.4,1
id3252664,Midtown,East Harlem,28-06-2016,07:17,7,Morning,Tuesday,0,Summer,1,0.97,Medium,5,11.6,1.3
id3755869,Upper West Side,Bedford-Stuyvesant,24-04-2016,16:48,16,Afternoon,Sunday,1,Spring,3,3.65,Medium,16.6,13.2,1.3
id2440671,"Bay Terrace, Staten Island",Midland Beach,17-02-2016,17:40,17,Afternoon,Wednesday,0,Winter,1,12.71,High,32.8,23.3,1.8
id1489555,South Slope,Harlem,06-05-2016,10:37,10,Morning,Friday,0,Spring,2,13.83,Medium,35.2,23.6,1.3
id0162579,West Village,Chinatown,13-05-2016,23:13,23,Evening,Friday,0,Spring,1,1.22,Low,6.6,11.1,1
id3402983,Prince's Bay,Great Kills,30-06-2016,15:48,15,Afternoon,Thursday,0,Summer,1,26.01,Low,103.1,15.1,1
id1713541,East Harlem,South Slope,23-05-2016,00:09,0,Night,Monday,0,Spring,1,2.13,Low,10.1,12.7,1
id2732066,Midwood,"Bay Terrace, Staten Island",27-04-2016,11:52,11,Morning,Wednesday,0,Spring,2,15.88,Low,24.4,39,1
id2445763,Clinton Hill,Clinton Hill,20-02-2016,23:45,23,Evening,Saturday,1,Winter,1,0.87,Low,6.5,8,1
id3972131,Crown Heights,East Harlem,06-06-2016,13:43,13,Afternoon,Monday,0,Summer,3,0.71,Low,3.8,11.2,1
id3779357,Harlem,Kensington,22-02-2016,19:02,19,Evening,Monday,0,Winter,1,2.33,High,10.8,12.9,1.8
id0931190,Kensington,Murray Hill,20-04-2016,14:02,14,Afternoon,Wednesday,0,Spring,1,5.98,Low,21.9,16.4,1
id1789034,Fort Greene,Hell's Kitchen,09-04-2016,23:41,23,Evening,Saturday,1,Spring,1,2.19,Low,10.3,12.8,1
id0746372,Chelsea,South Slope,22-01-2016,18:20,18,Evening,Friday,0,Winter,1,1,High,2.9,20.7,1.8
id2567660,Williamsburg,Upper West Side,19-03-2016,18:18,18,Evening,Saturday,1,Spring,1,2.57,High,15.1,10.2,1.8
id1787258,Midtown,Midtown,07-05-2016,18:40,18,Evening,Saturday,1,Spring,2,1.82,High,5.7,19.2,1.8
id0805117,Clinton Hill,Williamsburg,15-04-2016,20:11,20,Evening,Friday,0,Spring,3,1.42,Medium,11.2,7.6,1.3
id2828691,South Slope,Crown Heights,19-06-2016,00:23,0,Night,Sunday,1,Summer,2,3.36,Low,10.8,18.7,1
id2729614,Harlem,Harlem,03-02-2016,00:14,0,Night,Wednesday,0,Winter,1,6.78,Low,24.7,16.5,1
id1249988,Midtown,Bushwick,10-06-2016,01:48,1,Night,Friday,0,Summer,1,2.97,Low,21.2,8.4,1
id2463869,East Harlem,Harlem,18-03-2016,10:42,10,Morning,Friday,0,Spring,1,1.56,Medium,9.8,9.6,1.3
id2904820,Prince's Bay,Great Kills,20-03-2016,22:51,22,Evening,Sunday,1,Spring,1,12.21,Low,22.4,32.7,1
id0180594,Bensonhurst,Fort Hamilton,28-04-2016,13:22,13,Afternoon,Thursday,0,Spring,1,1.09,Low,8.8,7.4,1
id0749370,Upper West Side,East Harlem,02-02-2016,18:40,18,Evening,Tuesday,0,Winter,1,0.74,High,5.2,8.5,1.8
id2848070,Fort Greene,Midtown,09-06-2016,06:54,6,Morning,Thursday,0,Summer,3,3.11,Low,8.4,22.2,1
id3817493,Bedford-Stuyvesant,Harlem,14-03-2016,14:57,14,Afternoon,Monday,0,Spring,1,2.9,Low,17.5,9.9,1
id3129802,Sheepshead Bay,Arden Heights,14-05-2016,05:31,5,Night,Saturday,1,Spring,1,11.89,Low,20.6,34.6,1
id3167292,Fort Greene,South Slope,05-01-2016,09:53,9,Morning,Tuesday,0,Winter,1,0.71,High,3.4,12.5,1.8
id1924450,Bedford-Stuyvesant,East Harlem,27-02-2016,19:09,19,Evening,Saturday,1,Winter,2,2.3,High,14.5,9.5,1.8
id1794468,Harlem,Upper West Side,17-06-2016,14:40,14,Afternoon,Friday,0,Summer,1,0.88,Low,4.1,12.9,1
id0204192,Oakwood,Eltingville,25-02-2016,02:35,2,Night,Thursday,0,Winter,1,6.27,Low,14.9,25.2,1
id3190007,Park Slope,Upper West Side,07-01-2016,15:26,15,Afternoon,Thursday,0,Winter,1,2.01,Low,12.2,9.9,1
id3348726,Upper West Side,Hell's Kitchen,23-06-2016,08:37,8,Morning,Thursday,0,Summer,1,0.62,High,3.7,10.1,1.8
id3469446,Sheepshead Bay,Sheepshead Bay,14-02-2016,10:40,10,Morning,Sunday,1,Winter,6,1.13,Medium,5.8,11.7,1.3
id1915949,Upper West Side,Upper West Side,04-02-2016,16:33,16,Afternoon,Thursday,0,Winter,1,5.9,Medium,21,16.9,1.3
id2899891,Kensington,Midtown,08-04-2016,15:26,15,Afternoon,Friday,0,Spring,1,2.56,Low,11.8,13,1
id0942991,South Slope,East Harlem,03-02-2016,07:32,7,Morning,Wednesday,0,Winter,1,3.68,Medium,14.2,15.5,1.3
id2772912,Great Kills,Far Rockaway,28-01-2016,15:31,15,Afternoon,Thursday,0,Winter,1,10.63,Low,43.8,14.6,1
id2851756,Bedford-Stuyvesant,Kensington,16-06-2016,10:10,10,Morning,Thursday,0,Summer,1,2.8,Medium,9.2,18.3,1.3
id0851036,Bedford-Stuyvesant,East Harlem,06-04-2016,01:26,1,Night,Wednesday,0,Spring,1,4.16,Low,10.8,23.1,1
id0283106,Bedford-Stuyvesant,Bedford-Stuyvesant,26-04-2016,18:36,18,Evening,Tuesday,0,Spring,1,8.14,High,22.6,21.6,1.8
id1697231,Hell's Kitchen,Inwood,16-05-2016,19:17,19,Evening,Monday,0,Spring,2,3.2,High,9.9,19.4,1.8
id3385889,Mill Basin,Bensonhurst,12-02-2016,09:44,9,Morning,Friday,0,Winter,1,0.6,High,15.7,2.3,1.8
id3591274,Harlem,Park Slope,06-02-2016,10:24,10,Morning,Saturday,1,Winter,1,0.68,Medium,2.6,15.7,1.3
id3269098,Harlem,Harlem,21-01-2016,15:29,15,Afternoon,Thursday,0,Winter,1,3.63,Low,26.2,8.3,1
id3159798,Hell's Kitchen,Chinatown,01-02-2016,22:20,22,Evening,Monday,0,Winter,1,3.63,Low,13.5,16.1,1
id0828941,Sheepshead Bay,Bensonhurst,25-02-2016,21:24,21,Evening,Thursday,0,Winter,2,5.67,Low,23.3,14.6,1
id0995542,Midwood,Arverne,06-02-2016,06:03,6,Morning,Saturday,1,Winter,1,2.58,Low,7.8,19.8,1
id0661736,Bedford-Stuyvesant,South Slope,18-05-2016,13:54,13,Afternoon,Wednesday,0,Spring,2,1.27,Low,12.5,6.1,1
id1408423,South Slope,Murray Hill,30-04-2016,15:40,15,Afternoon,Saturday,1,Spring,1,6.32,Low,37.2,10.2,1
id2476509,Great Kills,Bayswater,01-06-2016,20:48,20,Evening,Wednesday,0,Summer,1,11.72,Medium,20.3,34.6,1.3
id1575277,Upper West Side,Upper West Side,11-06-2016,16:59,16,Afternoon,Saturday,1,Summer,1,6.41,Medium,34.2,11.2,1.3
id0860703,East Harlem,East Harlem,31-01-2016,10:43,10,Morning,Sunday,1,Winter,1,2.65,Medium,13.4,11.9,1.3
id3211119,Kensington,Upper West Side,02-01-2016,22:54,22,Evening,Saturday,1,Winter,1,7.36,Low,11.1,39.8,1
id2693863,Tottenville,Eltingville,18-03-2016,08:22,8,Morning,Friday,0,Spring,1,26.33,High,85.2,18.5,1.8
id2379416,Inwood,East Harlem,14-02-2016,01:05,1,Night,Sunday,1,Winter,1,7.64,Low,15.5,29.6,1
id2452510,Greenpoint,Upper West Side,21-02-2016,19:20,19,Evening,Sunday,1,Winter,6,4.19,High,15.8,15.9,1.8
id0040164,Bedford-Stuyvesant,Harlem,14-06-2016,11:48,11,Morning,Tuesday,0,Summer,1,0.42,Low,6.2,4.1,1
id1145809,Huguenot,Huguenot,16-05-2016,23:15,23,Evening,Monday,0,Spring,6,0,Low,15.8,0,1
id3214066,Upper West Side,Murray Hill,21-03-2016,20:14,20,Evening,Monday,0,Spring,1,3.16,Medium,10,19,1.3
id0651671,Upper West Side,Bedford-Stuyvesant,05-02-2016,14:56,14,Afternoon,Friday,0,Winter,1,2.73,Low,19,8.6,1
id0707492,East Harlem,Midtown,12-04-2016,11:42,11,Morning,Tuesday,0,Spring,1,1.06,Low,6.2,10.3,1
id0599157,Upper West Side,Midtown,24-02-2016,20:21,20,Evening,Wednesday,0,Winter,2,4.38,Medium,22.2,11.8,1.3
id1309604,Upper West Side,Clinton Hill,23-04-2016,16:10,16,Afternoon,Saturday,1,Spring,1,2.4,Medium,8.4,17.1,1.3
id0183474,Williamsburg,Upper West Side,14-02-2016,20:58,20,Evening,Sunday,1,Winter,1,4.75,Medium,10.9,26.1,1.3
